r,mean_age,AgeAware,PolicyStale,p_val
1.0,0.0,0.9838395384443857,1.0,0.0078125
0.5,0.9054849019814363,0.9714482314127977,0.8911849617297267,0.0078125
0.25,2.4110882159457825,0.9650964823928276,0.8452885036384132,0.0078125
0.1,5.117730267254321,0.9617587117639097,0.7849475658628655,0.0078125
0.05,7.121679692181797,0.9556056281781073,0.7480314618056085,0.0078125
