,macro_f1,macro_f1,macro_f1_emergency,macro_f1_emergency,f1_NO_CHANNEL,f1_NO_CHANNEL,f1_LTE_5G,f1_LTE_5G
,mean,std,mean,std,mean,std,mean,std
p,,,,,,,,
0.0,0.5620592984918501,0.0063441079135775754,0.592759596182524,0.09038994974408526,1.0,0.0,0.15220473951296876,0.02149982493623612
0.1,0.5025958754224374,0.010478150477486993,0.5437271818237299,0.08275743903728126,0.722387134259306,0.04382445034665658,0.15132733969917456,0.020141092672126704
0.25,0.4398488976435074,0.014611837176882676,0.49793452949060485,0.04053686017953458,0.4422655794816131,0.054064975290028336,0.14750900371781583,0.02039497347638498
0.5,0.3648427714917435,0.009890979678918789,0.4212504936073608,0.042600840996541496,0.21390941790489038,0.03636046519804988,0.14483024896343774,0.014238344288328198
0.75,0.2910667343560138,0.010720952710269216,0.33045707783903716,0.0217814011521946,0.09046775276172243,0.017067507857603397,0.1347680106502236,0.02569771495712622
